ID,Página,Última vez visto,Info Ads,URL Criativo,URL Biblioteca,Descrição,URL Destino
"2184860065338450","Delegado Fábio Silva","2 seconds ago","12 ads Brazil","https://ams3.digitaloceanspaces.com/ams3-s3-ad-media/videos/2184860065338450.mp4?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=DO00D7GT273V2NXFLYN4%2F20251230%2F%2Fs3%2Faws4_request&X-Amz-Date=20251230T190201Z&X-Amz-SignedHeaders=host&X-Amz-Expires=28800&X-Amz-Signature=650a45f9fa03c8bdbbb9e21d08eb4816ca023eefae5a9e840b8151129c6d1fae","https://web.facebook.com/ads/library/?active_status=active&ad_type=all&country=ALL&view_all_page_id=258360137360138&search_type=page&media_type=all","Sabia que você pode ser Policial Rodoviário Federal? Faça seu Diagnóstico agora e descubra seu perfil!Clique em Saiba Mais e realize seu teste!","https://typebot.co/quiz-9wikcsn?utm_source=%7B%7Bplacement%7D%7D&utm_medium=%7B%7Badset.name%7D%7D&utm_campaign=desafio_prf&utm_content=%7B%7Bad.name%7D%7D"
"1526041818641084","Delegado Fábio Silva","2 seconds ago","19 ads Brazil","https://ams3.digitaloceanspaces.com/ams3-s3-ad-media/videos/1526041818641084.mp4?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=DO00D7GT273V2NXFLYN4%2F20251230%2F%2Fs3%2Faws4_request&X-Amz-Date=20251230T190201Z&X-Amz-SignedHeaders=host&X-Amz-Expires=28800&X-Amz-Signature=cb9dd9793953b8bb1883322d20ad2a29ffaf4f911ef1c8b184e469379a5b6e6a","https://web.facebook.com/ads/library/?active_status=active&ad_type=all&country=ALL&view_all_page_id=258360137360138&search_type=page&media_type=all","Sabia que você pode ser Policial Rodoviário Federal? Faça seu Diagnóstico agora e descubra seu perfil!Clique em Saiba Mais e realize seu teste!","https://typebot.co/quiz-9wikcsn?utm_source=%7B%7Bplacement%7D%7D&utm_medium=%7B%7Badset.name%7D%7D&utm_campaign=desafio_prf&utm_content=%7B%7Bad.name%7D%7D"
"816755564672753","Delegado Fábio Silva","3 seconds ago","19 ads Brazil","https://ams3.digitaloceanspaces.com/ams3-s3-ad-media/videos/816755564672753.mp4?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=DO00D7GT273V2NXFLYN4%2F20251230%2F%2Fs3%2Faws4_request&X-Amz-Date=20251230T190201Z&X-Amz-SignedHeaders=host&X-Amz-Expires=28800&X-Amz-Signature=241ef5d3da47bc7bfdfa73296cd1c4468cb3756579255dcdb0e6217a69adbc0f","https://web.facebook.com/ads/library/?active_status=active&ad_type=all&country=ALL&view_all_page_id=258360137360138&search_type=page&media_type=all","Sabia que você pode ser Policial Rodoviário Federal? Faça seu Diagnóstico agora e descubra seu perfil!Clique em Saiba Mais e realize seu teste!","https://typebot.co/quiz-9wikcsn?utm_source=%7B%7Bplacement%7D%7D&utm_medium=%7B%7Badset.name%7D%7D&utm_campaign=desafio_prf&utm_content=%7B%7Bad.name%7D%7D"
"2019014618948981","Isto é Mu - Acupuntura - Adriana Hiromoto","7 seconds ago","18 ads Brazil","https://ams3.digitaloceanspaces.com/ams3-s3-ad-media/videos/2019014618948981.mp4?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=DO00D7GT273V2NXFLYN4%2F20251230%2F%2Fs3%2Faws4_request&X-Amz-Date=20251230T190201Z&X-Amz-SignedHeaders=host&X-Amz-Expires=28800&X-Amz-Signature=7fcaa5204a4fa8c0f7068eb2f81802f2c002f196580599953a0698260f1c40ad","https://web.facebook.com/ads/library/?active_status=active&ad_type=all&country=ALL&view_all_page_id=1703223293232487&search_type=page&media_type=all","Vem aprender a lógica da acupuntura com PASSO ABC em dois aulões gratuitos do Método Equilíbrio. ☯️📅 Dias 19 e 21 de janeiro.🕢 Às 19h30 AO VIVO!- PASSO ABC no Método Equilíbrio- Como diagnosticar em 51 segundos- Como obter resultados em 30 segundos- Como se tornar um terapeuta de excelência.Para acupunturistas: segurança no diagnóstico e resultados mais expressivos!✨Para iniciantes: do zero ao atendimento de forma simples e eficaz! 🚀Clique em SAIBA MAIS para garantir sua vaga! 👆#mtc #medicinachinesa #meq #metodoequilibrio #acupuntura","https://metodoequilibrio.net/cadastro-a-meq14-jan26/"
"898732939348521","Isto é Mu - Acupuntura - Adriana Hiromoto","7 seconds ago","19 ads Brazil","https://ams3.digitaloceanspaces.com/ams3-s3-ad-media/videos/898732939348521.mp4?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=DO00D7GT273V2NXFLYN4%2F20251230%2F%2Fs3%2Faws4_request&X-Amz-Date=20251230T190201Z&X-Amz-SignedHeaders=host&X-Amz-Expires=28800&X-Amz-Signature=3b771620e662dd34e9abb4fedc9a1054a1295eb746db545735fd422b39b29c04","https://web.facebook.com/ads/library/?active_status=active&ad_type=all&country=ALL&view_all_page_id=1703223293232487&search_type=page&media_type=all","Vem aprender a lógica da acupuntura com PASSO ABC em dois aulões gratuitos do Método Equilíbrio. ☯️📅 Dias 19 e 21 de janeiro.🕢 Às 19h30 AO VIVO!- PASSO ABC no Método Equilíbrio- Como diagnosticar em 51 segundos- Como obter resultados em 30 segundos- Como se tornar um terapeuta de excelência.Para acupunturistas: segurança no diagnóstico e resultados mais expressivos!✨Para iniciantes: do zero ao atendimento de forma simples e eficaz! 🚀Clique em SAIBA MAIS para garantir sua vaga! 👆#mtc #medicinachinesa #meq #metodoequilibrio #acupuntura","https://metodoequilibrio.net/cadastro-a-meq14-jan26/"
"1899769257594814","Isto é Mu - Acupuntura - Adriana Hiromoto","8 seconds ago","18 ads Brazil","https://ams3.digitaloceanspaces.com/ams3-s3-ad-media/videos/1899769257594814.mp4?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=DO00D7GT273V2NXFLYN4%2F20251230%2F%2Fs3%2Faws4_request&X-Amz-Date=20251230T190201Z&X-Amz-SignedHeaders=host&X-Amz-Expires=28800&X-Amz-Signature=5c07b12a7eabf0580a8111d0e858092178d43c053a9c8e7361ad82b8e6bb46b0","https://web.facebook.com/ads/library/?active_status=active&ad_type=all&country=ALL&view_all_page_id=1703223293232487&search_type=page&media_type=all","Vem aprender a lógica da acupuntura com PASSO ABC em dois aulões gratuitos do Método Equilíbrio. ☯️📅 Dias 19 e 21 de janeiro.🕢 Às 19h30 AO VIVO!- PASSO ABC no Método Equilíbrio- Como diagnosticar em 51 segundos- Como obter resultados em 30 segundos- Como se tornar um terapeuta de excelência.Para acupunturistas: segurança no diagnóstico e resultados mais expressivos!✨Para iniciantes: do zero ao atendimento de forma simples e eficaz! 🚀Clique em SAIBA MAIS para garantir sua vaga! 👆#mtc #medicinachinesa #meq #metodoequilibrio #acupuntura","https://metodoequilibrio.net/cadastro-a-meq14-jan26/"
"2051203128969673","Isto é Mu - Acupuntura - Adriana Hiromoto","8 seconds ago","21 ads Brazil","https://ams3.digitaloceanspaces.com/ams3-s3-ad-media/videos/2051203128969673.mp4?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=DO00D7GT273V2NXFLYN4%2F20251230%2F%2Fs3%2Faws4_request&X-Amz-Date=20251230T190201Z&X-Amz-SignedHeaders=host&X-Amz-Expires=28800&X-Amz-Signature=f163ceb494244d6168c48e9c65aa904835ca53dce021a3c871fbec36efb8fd23","https://web.facebook.com/ads/library/?active_status=active&ad_type=all&country=ALL&view_all_page_id=1703223293232487&search_type=page&media_type=all","Vem aprender a lógica da acupuntura com PASSO ABC em dois aulões gratuitos do Método Equilíbrio. ☯️📅 Dias 19 e 21 de janeiro.🕢 Às 19h30 AO VIVO!- PASSO ABC no Método Equilíbrio- Como diagnosticar em 51 segundos- Como obter resultados em 30 segundos- Como se tornar um terapeuta de excelência.Para acupunturistas: segurança no diagnóstico e resultados mais expressivos!✨Para iniciantes: do zero ao atendimento de forma simples e eficaz! 🚀Clique em SAIBA MAIS para garantir sua vaga! 👆#mtc #medicinachinesa #meq #metodoequilibrio #acupuntura","https://metodoequilibrio.net/cadastro-a-meq14-jan26/"
"859288506885672","Brasil Paralelo","14 seconds ago","35 ads Brazil","https://ams3.digitaloceanspaces.com/ams3-s3-ad-media/videos/859288506885672.mp4?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=DO00D7GT273V2NXFLYN4%2F20251230%2F%2Fs3%2Faws4_request&X-Amz-Date=20251230T190201Z&X-Amz-SignedHeaders=host&X-Amz-Expires=28800&X-Amz-Signature=baef8d44cdece3b04d20d1cbdbc40ac7047dfb33326d8129fa83145aacbe5027","https://web.facebook.com/ads/library/?active_status=active&ad_type=all&country=ALL&view_all_page_id=301774903545521&search_type=page&media_type=all","Torne-se Membro da Brasil Paralelo 🇧🇷 Tenha acesso a todos os Originais BP, incluindo:✔️ Oficina do Diabo✔️ Entre Lobos✔️ Brasil: A Última Cruzadae muito mais.São produções independentes, com qualidade cinematográfica, feitas sem uso de dinheiro público.Ao se tornar Membro, você libera:🔒 Conteúdo exclusivo da Brasil Paralelo🔓 Acesso ao app (Android e iOS)🔓 Comunidade exclusiva no Facebook e TelegramClique em Saiba mais e faça parte.","https://go.brasilparalelo.com.br/campaign/venda-fbig-2026-10-reais"
"763072476117023","Renato Asse - Sem Codar","21 seconds ago","10 ads Brazil","https://ams3.digitaloceanspaces.com/ams3-s3-ad-media/videos/763072476117023.mp4?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=DO00D7GT273V2NXFLYN4%2F20251230%2F%2Fs3%2Faws4_request&X-Amz-Date=20251230T190205Z&X-Amz-SignedHeaders=host&X-Amz-Expires=28800&X-Amz-Signature=b99f8ff87187ef8015dc44041b11109b7eb06af59f196383f603df4dc725e43f","https://web.facebook.com/ads/library/?active_status=active&ad_type=all&country=ALL&view_all_page_id=412623442794085&search_type=page&media_type=all","Chegou a hora de tirar sua ideia do papel.Seja para criar seu próprio SaaS, atuar como Gestor de IA ou trabalhar como Desenvolvedor No Code, a Comunidade Sem Codar é o ambiente perfeito para você aprender, do zero ao avançado, como criar aplicativos web, mobile e agentes de IA com as melhores ferramentas do mercado.Na Comunidade Sem Codar você terá acesso a: 🧑‍🏫 O curso No Code / Low Code + IA mais completo da América Latina: aprenda Bubble, FlutterFlow, WeWeb, Supabase, Xano, Firebase, Figma, Framer, N8N, Dify, Typebot, OpenAI, Chatvolt, e muito mais. 📢 Grupo de Suporte 360° com mais de 20 mil membros 👨‍💻 Lives e mentorias semanais com especialistas 🤖 Tutor IA exclusivo para tirar dúvidas em tempo real 💰 Acheumdev: o marketplace para fechar seus primeiros R$100 mil em projetos 💵 Cashback de US$100 no Bubble 💎 Ferramentas, materiais de apoio, templates, Bubble Essential Kit, e muito mais 🎯 25 modelos prontos de agentes de IA para copiar e colar 📚 Todas as atualizações, novos cursos e bônus liberados para membrosSeu futuro eu vai te agradecer por ter tomado essa decisão hoje!⚠️ E lembre-se: você tem 15 dias de garantia de satisfação – se não gostar (por qualquer motivo), basta pedir reembolso no prazo de 15 dias e terá 100% do seu dinheiro de volta!Toque em COMPRAR AGORA para finalizar sua inscrição.","https://go.semcodar.com.br/campaign/comunidade-sem-codar-mads-pfrio?utm_source=meta-ads&utm_medium=%7B%7Badset.name%7D%7D&utm_campaign=%7B%7Bcampaign.name%7D%7D&utm_content=%7B%7Bad.name%7D%7D&conversion=ppt-sem-codar"
"1115298944067986","harmonylife.de","26 seconds ago","16 ads","https://ams3.digitaloceanspaces.com/ams3-s3-ad-media/videos/1115298944067986.mp4?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=DO00D7GT273V2NXFLYN4%2F20251230%2F%2Fs3%2Faws4_request&X-Amz-Date=20251230T190205Z&X-Amz-SignedHeaders=host&X-Amz-Expires=28800&X-Amz-Signature=dac2dedc74ff2f55aa718a44a8c2106e80ad3197fd70644a98a48804c1619345","https://web.facebook.com/ads/library/?active_status=active&ad_type=all&country=ALL&view_all_page_id=1583509641896398&search_type=page&media_type=all","Wir setzen die Black Friday Rabatte fort 🎉💜 Kühler Farbton bereits nach der ersten Anwendung! Gleichmäßige und satte Haarfarbe! 💜💜 Entfernt sofort Gelbstiche💜 Vereinheitlicht die Haarfarbe💜 Neutralisiert unerwünschte Farbtöne💜 Verleiht dem Haar Elastizität und Glanz💜 Repariert geschädigtes Haar effektiv💜 Reduziert Haarausfall💜 Erleichtert das Kämmen💜 Spendet trockenem Haar intensive Feuchtigkeit💜 Haare wie frisch getönt – jeden Taghttps://harmonylife.de/Neutralisierendes-Set-gegen-Gelbstiche","https://harmonylife.de/Neutralisierendes-Set-gegen-Gelbstiche"
